web-scraper-order,web-scraper-start-url,titulo,precio,habts,ban,mets
1620528236-16255,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-13.html,Venta Casa en Jurica Campestre,"MN 9,500,000",6 rec.,"6
					
						baños",1250 m²
1620528219-16201,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-15.html,Casa en Venta en Jurica,"MN 13,000,000",5 rec.,"6
					
						baños",653 m²
1620528327-16434,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-6.html,Casa en Venta en Jurica,"MN 18,950,000",4 rec.,"7
					
						baños",1800 m²
1620528253-16305,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-11.html,Casa en Venta en Privada Jurica de un Piso,"MN 8,500,000",3 rec.,"2
					
						baños",420 m²
1620528245-16291,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-12.html,Casa en Jurica,"MN 9,800,000",4 rec.,"3
					
						baños",1000 m²
1620528338-16450,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-5.html,Casa en Venta Jurica 3 Habitaciones,"MN 13,500,081",3 rec.,"4
					
						baños",510 m²
1620528338-16447,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-5.html,Casa en Venta Estilo Mexicano con Recamara en Planta Baja E,"MN 8,900,000",3 rec.,"2
					
						baños",1050 m²
1620528314-16411,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-7.html,Preciosa Residencia en Jurica con Bungalow Independiente T.1,"MN 14,500,000",5 rec.,"5
					
						baños",1050 m²
1620528227-16244,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-14.html,"Casa en Venta en Jurica, D301","MN 9,500,000",4 rec.,"4
					
						baños",1250 m²
1620528219-16219,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-15.html,"Casa en Venta en Jurica, D217","MN 15,500,000",4 rec.,"4
					
						baños",1400 m²
1620528236-16257,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-13.html,"Casa en Venta en Jurica, D161","MN 10,500,000",4 rec.,"3
					
						baños",1000 m²
1620528327-16435,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-6.html,Venta Espectacular Casa en Jurica con Alberca,"MN 21,850,000",4 rec.,"5
					
						baños",2202 m²
1620528374-16558,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-1.html,"Casa en Venta en Jurica, Excelente Ubicación","MN 8,300,000",3 rec.,"3
					
						baños",601 m²
1620528348-16481,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-4.html,Jurica Campestre Casa en Venta Querétaro,"MN 13,500,000",3 rec.,"5
					
						baños",1227 m²
1620528338-16452,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-5.html,Casa en Venta en Villas Regency,"MN 21,500,000",4 rec.,"5
					
						baños",760 m²
1620528253-16308,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-11.html,"Preciosa Residencia en Jurica, Alberca Propia, Jardín y Gym","MN 12,500,000",4 rec.,"4
					
						baños",510 m²
1620528273-16339,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-10.html,"Hermosa Residencia en Jurica, Nueva 3recs, 4 Baños, Cto Serv, Estudio, Jardín.","MN 4,750,000",3 rec.,"5
					
						baños",449 m²
1620528327-16419,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-6.html,Jurica Campestre Casa en Venta Querétaro,"MN 13,500,000",3 rec.,"5
					
						baños",1227 m²
1620528289-16351,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-9.html,Venta Casa 3 Recamaras en Arco de Piedra Jurica Juriquilla Queretaro,"MN 6,200,000",3 rec.,"4
					
						baños",266 m²
1620528201-16170,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-17.html,"Casa en Venta en Jurica, Querétaro","MN 4,350,000",3 rec.,"2
					
						baños",525 m²
1620528236-16252,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-13.html,Casa en Venta en Jurica,"MN 12,000,000",4 rec.,"5
					
						baños",2220 m²
1620528201-16173,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-17.html,"Casa en Venta, Jurica Regency","MN 17,000,000",4 rec.,"4
					
						baños",760 m²
1620528365-16520,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-2.html,"Casa en Venta en Jurica Campestre, C365","MN 12,800,000",4 rec.,"4
					
						baños",788 m²
1620528374-16537,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-1.html,Casa en Venta - Jurica - C1345,"MN 10,200,000",3 rec.,"3
					
						baños",1000 m²
1620528210-16176,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-16.html,"Casa en Jurica con Espacios Funcionales, 235 m² y 3 Dorm.! Rcs","MN 3,320,000",3 rec.,"2
					
						baños",235 m²
1620528210-16194,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-16.html,Casa en Venta en Jurica Querétaro,"MN 12,000,000",4 rec.,"4
					
						baños",650 m²
1620528374-16535,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-1.html,Casa en Venta - Jurica - Queretaro - C939,"MN 5,100,000",3 rec.,"2
					
						baños",525 m²
1620528236-16267,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-13.html,Casa Venta Jurica Campestre,"MN 13,700,000",4 rec.,"5
					
						baños",1200 m²
1620528365-16512,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-2.html,"Residencial - Casa - Venta en Jurica, Querétaro. en Calle Abierta","MN 7,900,000",5 rec.,"4
					
						baños",1000 m²
1620528273-16320,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-10.html,Jurica Casa en Exclusivo Condominio de 4 Recamaras!,"MN 3,894,830",4 rec.,"3
					
						baños",165 m²
1620528227-16225,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-14.html,"Casa en Venta en Jurica, C505","MN 15,000,000",5 rec.,"5
					
						baños",2200 m²
1620528374-16557,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-1.html,Jurica,"MN 12,000,000",4 rec.,"4
					
						baños",2220 m²
1620528365-16515,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-2.html,Casa en Venta - Jurica - C949,"MN 19,500,000",3 rec.,"3
					
						baños",2220 m²
1620528298-16389,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-8.html,Casa en Venta Jurica 3 Habitaciones,"MN 3,320,081",3 rec.,"2
					
						baños",210 m²
1620528273-16337,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-10.html,Casa en Venta en Jurica Ofp 21 1102,"MN 6,200,000",3 rec.,"3
					
						baños",264 m²
1620528273-16334,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-10.html,Casa en Venta en Jurica un Solo Nivel,"MN 15,000,000",4 rec.,"4
					
						baños",2220 m²
1620528374-16548,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-1.html,Venta de Hermosa Casa Estilo Mexicano en Jurica Queretaro,"MN 6,800,000",4 rec.,"3
					
						baños",840 m²
1620528201-16158,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-17.html,"Casa en Venta, Jurica","MN 16,850,000",4 rec.,"4
					
						baños",2220 m²
1620528253-16296,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-11.html,Casa Venta Jurica Queretaro,"MN 19,750,000",3 rec.,"5
					
						baños",2400 m²
1620528298-16377,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-8.html,Decide Ser Feliz en Esta Hermosa Casa en Venta en Una de Las Mejores Zonas de Queretaro,"MN 6,400,000",5 rec.,"3
					
						baños",644 m²
1620528219-16205,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-15.html,Casa en Venta Jurica 3 Habitaciones,"MN 6,200,019",3 rec.,"3
					
						baños",316 m²
1620528201-16172,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-17.html,Casa en Venta en Jurica,"MN 8,490,000",3 rec.,"4
					
						baños",652 m²
1620528253-16318,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-11.html,"Casa en Venta en Jurica, D065","MN 20,000,000",4 rec.,"4
					
						baños",1120 m²
1620528327-16432,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-6.html,Casa a La Venta en Exclusivo Clúster de Querétaro,"MN 3,000,000",3 rec.,"3
					
						baños",128 m²
1620528201-16168,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-17.html,Casa Recién Remodelada en Venta en Jurica con Alberca,"MN 19,950,000",4 rec.,"4
					
						baños",2200 m²
1620528356-16504,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-3.html,"Casa en Venta en Jurica, D228","MN 8,750,000",3 rec.,"4
					
						baños",420 m²
1620528298-16380,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-8.html,Casa Venta Jurica,"MN 22,000,000",4 rec.,"6
					
						baños",2220 m²
1620528210-16179,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-16.html,Casa Venta Jurica,"MN 8,000,000",4 rec.,"4
					
						baños",2200 m²
1620528210-16181,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-16.html,Casa Venta en Jurica Queretaro,"MN 17,999,000",4 rec.,"6
					
						baños",1250 m²
1620528356-16501,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-3.html,"Casa en Venta en Jurica, C471","MN 5,300,000",4 rec.,"4
					
						baños",510 m²
1620528314-16396,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-7.html,"Linda, Iluminada y Cómoda Casita en Venta en La Colonia Eduardo Loarca Jf","MN 775,000",2 rec.,"1
					
						baño",76 m²
1620528327-16427,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-6.html,Casa en Venta Jurica 3 Habitaciones,"MN 6,200,019",3 rec.,"3
					
						baños",316 m²
1620528245-16287,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-12.html,Hermosa Casa en Privada con Vigilancia en Jurica. Oc,"MN 5,500,000",3 rec.,"2
					
						baños",510 m²
1620528236-16251,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-13.html,Excelente y Amplia Casa Tipo Rustica en Jurica. Vg,"MN 13,200,000",5 rec.,"6
					
						baños",2220 m²
1620528227-16246,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-14.html,Casa en Venta en Jurica Qeretaro,"MN 5,800,000",3 rec.,"4
					
						baños",525 m²
1620528289-16350,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-9.html,Espectacular! Arquitectura Moderna de 1 Planta en Jurica,"MN 25,000,000",5 rec.,"5
					
						baños",1789 m²
1620528327-16429,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-6.html,Casa Venta Jurica Queretaro,"MN 19,750,000",3 rec.,"5
					
						baños",2400 m²
1620528245-16290,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-12.html,"Casa en Venta en Jurica, D217","MN 15,500,000",4 rec.,"4
					
						baños",1400 m²
1620528356-16488,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-3.html,Residencia en Venta en Jurica Queretaro Impecable,"MN 35,000,000",4 rec.,"5
					
						baños",2470 m²
1620528338-16440,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-5.html,"Casa en Venta en Jurica, C425","MN 10,250,000",3 rec.,"3
					
						baños",1000 m²
1620528327-16416,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-6.html,"Estupenda Casa en Jurica, de Oportunidad! C.401 m², Gran U","MN 4,800,000",4 rec.,"3
					
						baños",253 m²
1620528327-16418,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-6.html,Casa Diseño Contemporaneo en Jurica,"MN 8,500,000",3 rec.,"4
					
						baños",530 m²
1620528327-16436,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-6.html,"Residencia en Jurica, Acabados Modernos, Muy Amplia","MN 15,000,000",4 rec.,"4
					
						baños",2220 m²
1620528227-16233,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-14.html,"Preciosa Residencia de Autor en Jurica, Nueva, Alberca, 4 Recámaras, Premium!","MN 10,500,000",4 rec.,"4
					
						baños",555 m²
1620528338-16443,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-5.html,"Preciosa Residencia en Jurica, Nueva 3recs, 4 Baños, Cto Serv, Estudio, Jardín.","MN 4,750,000",3 rec.,"5
					
						baños",449 m²
1620528298-16375,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-8.html,Casa en Venta Jurica Queretaro,"MN 7,990,000",3 rec.,"2
					
						baños",907 m²
1620528298-16370,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-8.html,Venta Moderna Casa en Arco de Piedra con Gran Plusvalía,"MN 6,200,000",3 rec.,"3
					
						baños",275 m²
1620528365-16514,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-2.html,Casa Recién Remodelada Ubicada en Fraccionamiento Palmas III,"MN 2,180,000",3 rec.,"2
					
						baños",126 m²
1620528338-16462,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-5.html,"Casa en Jurica de Una Planta con 400 m², Jardines, 3 Recámaras, 4 Baños, Ganela","MN 3,750,000",3 rec.,"3
					
						baños",400 m²
1620528289-16352,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-9.html,"Casa en Venta en Jurica, C953","MN 12,000,000",4 rec.,"4
					
						baños",1000 m²
1620528348-16486,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-4.html,"Preciosa Residencia de Autor en Jurica, Nueva, Alberca, 4 Recámaras, Premium","MN 10,500,000",4 rec.,"6
					
						baños",555 m²
1620528348-16468,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-4.html,Casa 3 Hab + Sala de Tv en Arco de Piedra,"MN 8,150,000",3 rec.,"3
					
						baños",302 m²
1620528289-16356,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-9.html,Venta Casa en Jurica Confortable y Amplia Agradable Diseño Arquitectonico,"MN 11,000,000",5 rec.,"5
					
						baños",930 m²
1620528298-16371,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-8.html,Jurica Casa en Exclusivo Condominio de 4 Recamaras!,"MN 3,894,830",4 rec.,"3
					
						baños",165 m²
1620528219-16209,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-15.html,Casa en Venta en Jurica,"MN 18,950,000",4 rec.,"7
					
						baños",1800 m²
1620528201-16161,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-17.html,Casa Venta Jurica Queretaro,"MN 22,000,000",5 rec.,"5
					
						baños",4830 m²
1620528236-16259,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-13.html,"Hermosa Residencia en Jurica! Terreno de 1,100 m², de Lujo, Gran Jardín, Premium!","MN 9,400,000",4 rec.,"5
					
						baños",1100 m²
1620528327-16430,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-6.html,"Preciosa Residencia de Autor en Jurica, Nueva, Alberca, 4 Re","MN 10,500,000",4 rec.,"4
					
						baños",555 m²
1620528227-16229,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-14.html,Estrena Casa de 3 Hab. Acabados de Lujo en Arco de Piedra,"MN 9,200,000",3 rec.,"3
					
						baños",271 m²
1620528338-16459,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-5.html,Casa - Jurica,"MN 16,500,000",4 rec.,"5
					
						baños",780 m²
1620528356-16494,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-3.html,"Casa en Venta en Jurica, D208","MN 5,950,000",2 rec.,"1
					
						baño",949 m²
1620528236-16263,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-13.html,Estrena Casa de 4 Habitaciones y Jardin en Exclusiva Privada Jurica,"MN 6,850,000",4 rec.,"4
					
						baños",280 m²
1620528289-16365,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-9.html,Casa en Venta en Jurica,"MN 7,000,000",4 rec.,"5
					
						baños",1002 m²
1620528227-16241,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-14.html,"Preciosa Residencia en Jurica, T.1,770 m² - Jardines, Alberc","MN 18,000,000",3 rec.,"4
					
						baños",1770 m²
1620528245-16272,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-12.html,Casa en Venta en Jurica,"MN 9,000,000",3 rec.,"4
					
						baños",1000 m²
1620528236-16258,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-13.html,Casa en Venta en Jurica Cerrada Almendros,"MN 3,320,007",3 rec.,"3
					
						baños",210 m²
1620528298-16368,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-8.html,Venta Casa en Jurica Queretaro Excelente Opción Una Planta,"MN 6,300,000",3 rec.,"2
					
						baños",525 m²
1620528374-16550,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-1.html,Residencial - Venta - Casa de Una Planta con 3 Habitaciones en Jurica,"MN 3,200,000",3 rec.,"4
					
						baños",430 m²
1620528365-16518,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-2.html,Casa de 3 Hab. (Un Solo Nivel) en Jurica,"MN 6,300,000",3 rec.,"2
					
						baños",525 m²
1620528245-16284,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-12.html,Jurica Casa Remodelada en Venta de 3 Recamaras y 4 Cajones Descubiertos!,"MN 13,500,000",3 rec.,"4
					
						baños",510 m²
1620528253-16310,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-11.html,Casa en Venta en Fracc Jurica,"MN 9,450,000",4 rec.,"5
					
						baños",930 m²
1620528289-16361,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-9.html,Bellisima Residencia con Alberca Privada en Jurica de 750 m Rcs19 - 1921,"MN 11,350,000",5 rec.,"6
					
						baños",960 m²
1620528227-16239,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-14.html,Casa en Venta en Jurica,"MN 12,000,000",4 rec.,"5
					
						baños",2220 m²
1620528365-16527,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-2.html,Residencial - Casa - Venta de un Nivel en Fraccionamiento Jurica,"MN 5,390,000",3 rec.,"3
					
						baños",61538 m²
1620528253-16307,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-11.html,Venta de Residencia Duplex en Queretaro Fraccionamiento Jurica,"MN 3,170,000",3 rec.,"2
					
						baños",210 m²
1620528356-16490,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-3.html,Casa en Venta en Jurica de 1 Nivel en Excelente Estado con 8 Estacionamientos,"MN 15,000,000",4 rec.,"4
					
						baños",2220 m²
1620528338-16448,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-5.html,"Hermosa Casa en Venta en Jurica, Querétaro","MN 12,800,000",4 rec.,"4
					
						baños",510 m²
1620528227-16237,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-14.html,"Casa en Venta en Jurica, D232","MN 7,900,000",4 rec.,"3
					
						baños",1060 m²
1620528289-16364,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-9.html,Jurica Casa en Venta de 3 Recamaras y 235 M²!,"MN 3,320,000",3 rec.,"2
					
						baños",210 m²
1620528289-16366,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-9.html,Casa en Venta en Jurica,"MN 7,800,000",2 rec.,"4
					
						baños",408 m²
1620528289-16363,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-9.html,"Casa de un Piso, con Amplio Jardín, en Jurica, Queretaro.","MN 7,300,000",4 rec.,"5
					
						baños",1000 m²
1620528273-16321,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-10.html,"Espectacular Casa en Venta en Jurica, D134","MN 19,950,000",4 rec.,"4
					
						baños",2202 m²
1620528374-16547,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-1.html,Residencial - Casa - Venta con 5 Recamaras en Fraccionamiento Jurica,"MN 5,250,000",5 rec.,"4
					
						baños",481 m²
1620528227-16223,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-14.html,Casa en Venta en Jurica,"MN 8,900,000",3 rec.,"5
					
						baños",1000 m²
1620528289-16358,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-9.html,Jurica Casa con Acabados de Lujo en Venta de 3 Recamaras y 445 M²!,"MN 13,500,072",3 rec.,"4
					
						baños",510 m²
1620528245-16274,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-12.html,Casa en Venta Jurica 5 Habitaciones,"MN 11,350,081",5 rec.,"5
					
						baños",920 m²
1620528314-16406,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-7.html,Casa Venta Jurica Queretaro,"MN 16,850,000",4 rec.,"8
					
						baños",2220 m²
1620528227-16231,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-14.html,"Casa con 20% de Descuento en Jurica, Santiago de Qro","MN 2,870,000",4 rec.,"3
					
						baños",250 m²
1620528314-16412,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-7.html,"Preciosa Residencia en Jurica, Nueva 3recs, 4 Baños, Cto Serv, Estudio, Jardín.","MN 4,750,000",3 rec.,"5
					
						baños",449 m²
1620528365-16521,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-2.html,Casa en Venta - Jurica - Queretaro - C1593,"MN 9,200,000",3 rec.,"4
					
						baños",750 m²
1620528338-16451,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-5.html,Casa Diseño Contemporaneo en Jurica,"MN 8,500,000",3 rec.,"4
					
						baños",530 m²
1620528219-16208,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-15.html,Casa en Venta Jurica Queretaro,"MN 7,990,000",3 rec.,"2
					
						baños",907 m²
1620528236-16266,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-13.html,"Casa en Venta en Jurica, D301","MN 9,500,000",4 rec.,"4
					
						baños",1250 m²
1620528348-16473,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-4.html,"Casa en Venta en Jurica, D210","MN 6,300,000",3 rec.,"2
					
						baños",525 m²
1620528227-16238,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-14.html,Residencia en Venta en Jurica Querétaro,"MN 36,000,000",5 rec.,"3
					
						baños",4981 m²
1620528210-16195,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-16.html,Residencia con Alberca en Jurica a Precio de Promoción,"MN 19,950,000",7 rec.,"6
					
						baños",2003 m²
1620528289-16357,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-9.html,Casa en Venta en Jurica,"MN 22,000,000",4 rec.,"7
					
						baños",2220 m²
1620528236-16268,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-13.html,"Jurica, 1 Piso, Hermosa Casa con Alberca, Estilo Mexicano Co","MN 6,300,000",3 rec.,"4
					
						baños",765 m²
1620528356-16487,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-3.html,"Residencia con Alberca en Venta en Jurica, Querétaro","MN 19,950,000",7 rec.,"6
					
						baños",2202 m²
1620528374-16538,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-1.html,Residencial - Venta - Casa Hermosa Acabados de Lujo en Jurica,"MN 13,000,000",4 rec.,"4
					
						baños",570 m²
1620528289-16362,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-9.html,Casa en Venta en Fracc Jurica,"MN 6,200,000",3 rec.,"5
					
						baños",525 m²
1620528314-16410,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-7.html,"Estupenda Casa en Jurica, de Oportunidad! C.401 m², Gran U","MN 4,800,000",4 rec.,"3
					
						baños",253 m²
1620528245-16278,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-12.html,Casa en Venta en Jurica,"MN 12,000,000",4 rec.,"5
					
						baños",2220 m²
