web-scraper-order,web-scraper-start-url,titulo,precio,habts,ban,mets
1620528245-16279,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-12.html,"Casa en Venta en Jurica, C765","MN 8,500,000",3 rec.,"3
					
						baños",1000 m²
1620528314-16399,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-7.html,"Residencia Premium en Jurica, T.525 m² - C.450 m² - 3 Recáma","MN 7,990,000",3 rec.,"4
					
						baños",525 m²
1620528210-16178,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-16.html,Kl / ¡Oportunidad! Casa Venta Jurica (3 Casas en 1).,"MN 9,500,000",11 rec.,"6
					
						baños",1750 m²
1620528236-16269,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-13.html,Casa en Venta en Jurica Ofp 21 1102,"MN 6,200,000",3 rec.,"3
					
						baños",264 m²
1620528219-16212,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-15.html,Venta Casa en Jurica Campestre Queretaro Ll,"MN 9,500,000",6 rec.,"6
					
						baños",1250 m²
1620528245-16280,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-12.html,Hermosa Casa en Venta con Amplio Jardín en Jurica. Oc,"MN 6,500,000",5 rec.,"4
					
						baños",652 m²
1620528227-16227,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-14.html,Casa Venta Jurica Regency,"MN 17,000,000",4 rec.,"4
					
						baños",760 m²
1620528201-16164,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-17.html,Hermosa Casa en Jurica Queretaro.,"MN 18,990,000",3 rec.,"5
					
						baños",2202 m²
1620528356-16503,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-3.html,Casa en Venta - Jurica - Queretaro - C1318,"MN 7,300,000",4 rec.,"4
					
						baños",1000 m²
1620528210-16184,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-16.html,"Vive Tranquilo en Esta Hermosa Casa Que Esta a La Venta, Ubicada en Jurica Qro","MN 2,990,000",3 rec.,"3
					
						baños",195 m²
1620528374-16554,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-1.html,Casa de 4 Hab. Dentro de Exclusiva Privada en Jurica,"MN 7,000,000",4 rec.,"4
					
						baños",277 m²
1620528253-16300,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-11.html,"Casa Sola en Venta en Jurica, Querétaro, Querétaro","MN 13,500,000",5 rec.,"4
					
						baños",1470 m²
1620528365-16531,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-2.html,Casa en Venta - Jurica - Queretaro - C1550,"MN 16,850,000",4 rec.,"4
					
						baños",2222 m²
1620528236-16254,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-13.html,Residencia un Nivel Zona Arbolada,"MN 7,300,000",4 rec.,"4
					
						baños",1000 m²
1620528253-16311,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-11.html,"Casa en Venta en Jurica, C995","MN 10,000,000",6 rec.,"4
					
						baños",2216 m²
1620528210-16190,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-16.html,Jurica Residencia de 5 Recamaras y Alberca Privada,"MN 11,350,000",5 rec.,"5
					
						baños",920 m²
1620528298-16381,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-8.html,Casa en Venta en Jurica,"MN 35,000,000",5 rec.,"6
					
						baños",1186 m²
1620528356-16491,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-3.html,"Casa en Venta en Jurica, D210","MN 6,300,000",3 rec.,"2
					
						baños",525 m²
1620528210-16180,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-16.html,"Preciosa Residencia en Jurica, T.1,770 m² - Jardines, Alberca, Lujo!","MN 18,000,000",3 rec.,"4
					
						baños",1770 m²
1620528374-16542,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-1.html,Casa en Venta en Jurica de un Nivel,"MN 7,500,000",3 rec.,"2
					
						baños",525 m²
1620528210-16186,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-16.html,Hermosa Casa en Privada con Vigilancia en Jurica. Oc,"MN 5,500,000",3 rec.,"2
					
						baños",510 m²
1620528245-16288,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-12.html,"Casa en Venta en Rinconada Jurica, D231","MN 9,800,000",4 rec.,"3
					
						baños",400 m²
1620528298-16369,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-8.html,Venta Casa de 1 Piso en Jurica,"MN 8,800,000",3 rec.,"2
					
						baños",1733 m²
1620528338-16461,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-5.html,Jurica Casa en Venta de 3 Recamaras y 235 M²!,"MN 3,320,000",3 rec.,"2
					
						baños",210 m²
1620528273-16338,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-10.html,Venta Moderna Casa en Arco de Piedra con Gran Plusvalía,"MN 6,200,000",3 rec.,"3
					
						baños",275 m²
1620528273-16324,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-10.html,Se Vende Increíble y Exclusiva Propiedad Residencial en Juri,"MN 17,750,000",4 rec.,"4
					
						baños",2202 m²
1620528201-16160,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-17.html,Casa en Venta en Jurica,"MN 6,800,000",3 rec.,"3
					
						baños",505 m²
1620528327-16423,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-6.html,"Vive Tranquilo en Esta Hermosa Casa Que Esta a La Venta, Ubicada en Jurica Qro","MN 2,990,000",3 rec.,"3
					
						baños",195 m²
1620528356-16499,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-3.html,Residencia de 1 Piso en Venta en Jurica,"MN 11,600,000",3 rec.,"4
					
						baños",1000 m²
1620528227-16226,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-14.html,"Casa en Venta en Jurica, D144","MN 21,250,000",4 rec.,"3
					
						baños",2133 m²
1620528314-16408,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-7.html,Casa en Venta en Jurica,"MN 13,537,637",5 rec.,"3
					
						baños",2435 m²
1620528219-16220,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-15.html,"Preciosa Residencia en Jurica, Alberca, Jardín, T.1000 m², 4 Habitaciones","MN 13,500,000",4 rec.,"6
					
						baños",1000 m²
1620528245-16271,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-12.html,Casa en Venta en Jurica Aqc,"MN 6,200,000",4 rec.,"4
					
						baños",316 m²
1620528245-16282,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-12.html,"Se Vende Residencia en Jurica con 1,000 m² de Terreno, Jardin, 6 Autos.","MN 10,500,000",3 rec.,"4
					
						baños",1000 m²
1620528356-16500,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-3.html,Casa en Venta - Jurica - C1272,"MN 20,000,000",3 rec.,"3
					
						baños",2027 m²
1620528365-16524,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-2.html,"Casa en Venta en Jurica, D142","MN 13,750,000",3 rec.,"3
					
						baños",1560 m²
1620528227-16236,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-14.html,"Residencia en Jurica, Acabados Modernos, Muy Amplia","MN 15,000,000",4 rec.,"4
					
						baños",2220 m²
1620528253-16312,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-11.html,"Divina Residencia en Jurica, Grandes Jardínes, 2,220 m² - Única en Su Tipo.","MN 18,850,000",5 rec.,"6
					
						baños",2220 m²
1620528365-16517,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-2.html,"Jurica, Casa en Venta en La Mejor Calle","MN 9,850,000",3 rec.,"3
					
						baños",601 m²
1620528245-16292,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-12.html,Descubre Tu Universo Amable,"MN 12,000,000",4 rec.,"4
					
						baños",2220 m²
1620528245-16276,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-12.html,Venta Casa en Jurica,"MN 8,500,000",3 rec.,"5
					
						baños",700 m²
1620528365-16525,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-2.html,Propiedad de Lujo con Amplio y Hermoso Jardín en Fraccionamiento Jurica,"MN 9,990,000",4 rec.,"4
					
						baños",1000 m²
1620528219-16217,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-15.html,Casa en Jurica,"MN 9,800,000",4 rec.,"3
					
						baños",1000 m²
1620528348-16465,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-4.html,"Casa en Venta en Jurica, D291","MN 19,500,000",4 rec.,"4
					
						baños",2100 m²
1620528348-16483,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-4.html,Vacaciones Para Tu Familia en Tu Propia Casa,"MN 15,500,000",4 rec.,"4
					
						baños",2200 m²
1620528348-16469,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-4.html,"Casa en Venta en Arco de Piedra, Jurica","MN 6,200,000",3 rec.,"3
					
						baños",275 m²
1620528253-16313,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-11.html,Casa en Venta en Jurica,"MN 35,000,000",5 rec.,"6
					
						baños",1186 m²
1620528210-16198,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-16.html,Residencial en Venta Jurica Campestre,"MN 6,900,000",4 rec.,"5
					
						baños",370 m²
1620528365-16530,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-2.html,Casa en Venta - Jurica - Queretaro - C963,"MN 21,500,000",5 rec.,"4
					
						baños",2133 m²
1620528245-16277,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-12.html,Casas Venta Queretaro Jurica 8,"MN 8,469,000",3 rec.,"4
					
						baños",652 m²
1620528327-16422,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-6.html,"Jurica, Residencia en Venta en Privada con Vigilancia.","MN 13,000,000",3 rec.,"4
					
						baños",510 m²
1620528338-16439,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-5.html,Hermosa Casa en Jurica Campestre de 5 Habitaciones.,"MN 9,700,000",5 rec.,"3
					
						baños",621 m²
1620528227-16228,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-14.html,Casa en Venta en Jurica Desarrollo Sin Alberca 3 Recamaras con Baño,"MN 6,200,002",3 rec.,"3
					
						baños",264 m²
1620528298-16373,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-8.html,Casa en Venta en Jurica,"MN 8,900,000",3 rec.,"5
					
						baños",1000 m²
1620528201-16165,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-17.html,"Casa en Venta, Jurica","MN 16,000,000",4 rec.,"6
					
						baños",2220 m²
1620528314-16391,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-7.html,Se Vende Increíble y Exclusiva Propiedad Residencial en Juri,"MN 17,750,000",4 rec.,"4
					
						baños",2202 m²
1620528338-16453,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-5.html,Casa Recien Remodelada,"MN 10,500,000",3 rec.,"4
					
						baños",1000 m²
1620528236-16261,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-13.html,Casa en Venta en Jurica,"MN 9,500,000",4 rec.,"6
					
						baños",1250 m²
1620528227-16245,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-14.html,Casa en Venta en Jurica!,"MN 3,320,000",3 rec.,"2
					
						baños",210 m²
1620528236-16256,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-13.html,"Casa con Alberca en Venta en Fraccionamiento Jurica, Querétaro","MN 12,200,000",3 rec.,"3
					
						baños",1000 m²
1620528374-16544,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-1.html,En Venta Casa en Arcos de Piedra 3 Recamaras con Baños y Cuarto de Servicio,"MN 6,200,000",3 rec.,"3
					
						baños",316 m²
1620528210-16192,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-16.html,Casa en Venta en Jurica,"MN 7,000,000",4 rec.,"5
					
						baños",1002 m²
1620528298-16383,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-8.html,Casa en Venta Jurica Misiones Juriquilla Queretaro Rcv19112,"MN 14,500,000",5 rec.,"7
					
						baños",1000 m²
1620528327-16417,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-6.html,Casa en Venta en Jurica de 3 Recamaras y 188 M²!,"MN 3,550,541",3 rec.,"2
					
						baños",147 m²
1620528289-16353,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-9.html,"Casa en Venta en Jurica, D267","MN 13,500,000",6 rec.,"4
					
						baños",3771 m²
1620528273-16322,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-10.html,Jurica Casa en Venta de 3 Recamaras y Zona con Mayor Plusvalía!,"MN 3,967,550",3 rec.,"3
					
						baños",140 m²
1620528273-16328,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-10.html,"Residencia en Jurica Misiones! Sótano, Ático, 3 Recámaras, Una en Pb, 3.5 Baños","MN 3,949,000",3 rec.,"3
					
						baños",312 m²
1620528210-16177,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-16.html,Casa en Venta en Jurica Hermosa Propiedad,"MN 5,500,000",3 rec.,"2
					
						baños",510 m²
1620528298-16378,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-8.html,"Casa en Jurica con Espacios Funcionales, 235 m² y 3 Dorm.! Rcs","MN 3,320,000",3 rec.,"2
					
						baños",235 m²
1620529843-20240,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-22.html,Casa en Venta en Jurica Residencia Hermosa de Una Sola Planta,"MN 5,700,000",3 rec.,"4
					
						baños",750 m²
1620528356-16506,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-3.html,Casa en Venta Jurica Querétaro.,"MN 14,000,000",2 rec.,"2
					
						baños",1000 m²
1620528219-16222,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-15.html,Casa en Venta en Jurica,"MN 12,990,000",4 rec.,"8
					
						baños",2269 m²
1620528327-16431,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-6.html,"Hermosa Residencia en Jurica! Terreno de 1,100 m², de Lujo, Gran Jardín, Premium!","MN 9,400,000",3 rec.,"5
					
						baños",1100 m²
1620528245-16281,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-12.html,"Casa en Venta en Jurica, B992","MN 13,500,000",4 rec.,"5
					
						baños",1000 m²
1620528348-16474,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-4.html,Casa en Venta en Jurica de un Nivel y Seis Habitaciones,"MN 10,000,000",6 rec.,"4
					
						baños",2216 m²
1620528314-16409,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-7.html,Casa Moderna en Venta Jurica,"MN 7,400,000",3 rec.,"3
					
						baños",510 m²
1620528253-16314,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-11.html,Casa Estilo Mexicano Contemporáneo en Una de Las Zonas Más Tradicionales y Exclusivas de Querétaro!,"MN 10,990,000",4 rec.,"4
					
						baños",1000 m²
1620528227-16224,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-14.html,Casa en Venta en un Exclusivo Condominio con Excelente Ubicación,"MN 2,674,558",3 rec.,"2
					
						baños",137 m²
1620528348-16478,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-4.html,Casa en Venta en Jurica con Habitación en Planta Baja y Cuarto de Servicio,"MN 5,300,000",4 rec.,"4
					
						baños",510 m²
1620528219-16210,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-15.html,"¡Oportunidad! Jurica, Casa con Recámara en Pb y Jardín Grand","MN 5,500,000",3 rec.,"2
					
						baños",510 m²
1620528210-16189,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-16.html,Casa en Preventa Jurica Queretaro,"MN 12,900,000",4 rec.,"4
					
						baños",400 m²
1620528273-16335,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-10.html,Casa en Venta Jurica 5 Habitaciones,"MN 11,350,081",5 rec.,"5
					
						baños",920 m²
1620528201-16171,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-17.html,Casa en Venta en Jurica,"MN 6,738,000",2 rec.,"2
					
						baños",600 m²
1620528245-16286,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-12.html,"Jurica, Conjunto de Casas Duplex en Venta","MN 6,490,000",6 rec.,"4
					
						baños",470 m²
1620528219-16206,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-15.html,Casa Venta Jurica,"MN 13,500,000",3 rec.,"6
					
						baños",2240 m²
1620528245-16283,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-12.html,Casa en Venta Jurica 3 Habitaciones,"MN 6,200,081",3 rec.,"3
					
						baños",316 m²
1620528227-16234,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-14.html,"Casa en Venta en Jurica, B439","MN 15,000,000",4 rec.,"4
					
						baños",2220 m²
1620528314-16394,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-7.html,"Residencia Premium en Jurica, T.525 m² - C.450 m² - 3 Recámaras, 4 Baños, Jardín","MN 7,990,000",3 rec.,"4
					
						baños",525 m²
1620528210-16183,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-16.html,Preciosa Residencia en Jurica con Bungalow Independiente T.1,"MN 14,500,000",5 rec.,"5
					
						baños",1050 m²
1620528365-16528,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-2.html,Casa en Venta - Jurica - C1360,"MN 14,500,000",6 rec.,"7
					
						baños",2220 m²
1620528365-16529,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-2.html,"Casa en Venta en Fraccionamiento Jurica Campestre, Querétaro","MN 9,500,000",4 rec.,"4
					
						baños",2220 m²
1620528338-16460,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-5.html,Casa en Venta en Jurica,"MN 5,300,000",4 rec.,"3
					
						baños",601 m²
1620528210-16187,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-16.html,Venta Casa en Arco de Piedra Jurica,"MN 6,200,000",3 rec.,"4
					
						baños",275 m²
1620528298-16382,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-8.html,Casa en Venta en Privada en Jurica Campestre Queretaro,"MN 16,500,000",5 rec.,"4
					
						baños",780 m²
1620528219-16200,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-15.html,Casa en Venta en Jurica,"MN 7,900,000",3 rec.,"4
					
						baños",1000 m²
1620528253-16306,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-11.html,"Hermosa Residencia en Jurica! Terreno de 1,100 m², de Lujo, Gran Jardín, Premium!","MN 9,400,000",3 rec.,"5
					
						baños",1100 m²
1620528314-16402,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-7.html,"Residencia en Jurica Doble Altura 3 Recámaras, Estudio, Jardín, de Autor, Ganela","MN 6,950,000",3 rec.,"4
					
						baños",640 m²
1620528210-16196,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-16.html,"Hermosa Residencia en Jurica en Privada con Grandes Jardines, 3 Recámaras, Lujo","MN 4,600,000",3 rec.,"4
					
						baños",260 m²
1620528289-16348,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-9.html,"Preciosa Residencia de Autor en Jurica, Nueva, Alberca, 4 Recámaras, Premium!","MN 10,500,000",4 rec.,"4
					
						baños",555 m²
1620528219-16203,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-15.html,Casa en Venta en Jurica,"MN 6,800,000",4 rec.,"5
					
						baños",840 m²
1620528365-16522,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-2.html,"Casa con Alberca en Venta en Fraccionamiento Jurica, Querétaro","MN 12,200,000",3 rec.,"3
					
						baños",1000 m²
1620528338-16454,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-5.html,Casa en Venta Jurica Misiones Juriquilla Queretaro Rcv19112,"MN 14,500,000",5 rec.,"7
					
						baños",1000 m²
1620528314-16397,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-7.html,Casa en Venta en Jurica!,"MN 3,320,000",3 rec.,"2
					
						baños",210 m²
1620528314-16413,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-7.html,Venta Casa Jurica,"MN 8,500,000",3 rec.,"4
					
						baños",510 m²
1620528365-16523,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-2.html,"Jurica, Casa en Venta con Terraza y Amplio Jardín","MN 13,000,000",4 rec.,"4
					
						baños",652 m²
1620528236-16253,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-13.html,Casa en Venta Estilo Mexicano con Recamara en Planta Baja E,"MN 8,900,000",3 rec.,"2
					
						baños",1050 m²
1620528273-16326,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-10.html,"Casa en Venta en Jurica, D145","MN 7,130,000",4 rec.,"4
					
						baños",525 m²
1620528298-16386,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-8.html,"Casa en Jurica de Una Planta con 400 m², Jardines, 3 Recámaras, 4 Baños, Ganela","MN 3,750,000",3 rec.,"3
					
						baños",400 m²
1620503789-8892,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=13,Venta de Casa en arcos de piedra Jurica 3 recamaras cuarto de servicio,"$6,200,000",3,4,264
1620507293-11769,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=5,Casa en venta Jurica 3 habitaciones YCC,"$3,320,000",3,2.5,210
1620507858-11829,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=3,Hermosa casa residencial con alberca en Fraccionamiento Jurica,"$8,500,000",4,3,596
1620505392-10513,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=10,Jurica casa de 5 recamaras cada una con su baño!,"$11,350,000",4,5,610
1620508314-11889,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=1,Residencia en Venta en Jurica Queretaro de estilo colonial mexicano y alberca,"$35,000,000",4,5,2470
1620507658-11811,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=3,"Casa de un Piso, con amplio jardín, en Jurica, Queretaro.","$7,300,000",5,4,300
1620507966-11841,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=2,¡¡ HERMOSA CASA AMUEBLADA EN VENTA UBICADA EN JURICA !!,"$6,500,000",5,4,450
1620507819-11826,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=3,"Casa en venta en Regency, Jurica, Querétaro. En privada con acceso a Club Deportivo.","$11,990,000",3,3,400
1620506987-11741,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=6,"Casa en venta de una planta en El Fracc Jurica, Qro. Oportunidad","$8,500,000",3,6.5,2200
1620503841-8897,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=13,"Casa de 505 Mts2 en Jurica Lujosa, 5 Dormitorios y Alberca! Rahqro","$16,500,000",5,4,780
1620508008-11846,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=2,Casa en venta en Jurica Campestre Queretaro con bungalow independiente,"$4,750,000",4,4,666
1620505956-11377,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=9,Casa en Jurica de 3 dormitorios y 235 mts2! RCS 20-989,"$3,320,000",2,3,235
1620506866-11727,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=6,"VIVE TRANQUILO EN ESTA HERMOSA CASA QUE ESTA A LA VENTA, UBICADA EN JURICA QRO","$2,990,000",2,3,185
1620504886-10108,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=10,Casa en venta Jurica 1 planta Remodelada Preciosa,"$13,000,000",3,6,1000
1620504623-9678,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=11,CASA EN VENTA EN JURICA,"$12,000,000",4,5,2220
1620504244-9179,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=12,"CASA EN VENTA EN ARCO DE PIEDRA, JURICA","$6,200,000",3,3,316
1620506745-11714,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=7,RESIDENCIA UN NIVEL ZONA ARBOLADA,"$7,300,000",2,4,300
1620506995-11742,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=6,Jurica casa con recamara en pb acabados de lujo RAHH 213072,"$13,500,000",4,3,445
1620504201-9128,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=12,CASA EN VENTA EN ARCO DE PIEDRA JURICA  QUERÉTARO EN FRACC. PRIVADO,"$8,000,000",3,3,320
1620505699-10734,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=10,Casa en venta en Jurica con habitación en planta baja y cto de servicio en Qro,"$5,300,000",4,4,520
1620505079-10336,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=10,Casa en Jurica de 3 recamaras con closet! RAHQRO 20-3386,"$6,200,000",2,3,264
1620506505-11690,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=7,Casa en venta Jurica 5 habitaciones JGCC,"$16,500,000",5,4,780
1620506707-11710,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=7,SO HERMOSA CASA EN VENTA EN JURICA,"$11,400,000",5,3,2021
1620503719-8885,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=13,RESIDENCIA EN VENTA EN EL CLUB REGENCY JURICA CON AMPLIOS ESPACIOS DISEÑO UNICO,"$21,500,000",3,4,850
1620505670-10679,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=10,Casa en Jurica de 4 dormitorios más estudio! ATC 20-805,"$16,500,000",6,5,780
1620508279-11884,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=1,EXCELENTE CASA HABITACIONAL JURICA QUERETARO,"$6,738,000",4,4.5,600
1620506923-11733,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=6,Casa en Jurica en cerrada con vigilancia y 610 mts2! RAHQRO,"$11,350,000",4,5,610
1620506537-11693,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=7,Casa en venta Jurica 3 habitaciones JGCC,"$6,200,000",3,3.5,316
1620505647-10624,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=10,Casa en venta Jurica 5 habitaciones JGCC,"$16,500,000",5,4,780
1620506678-11707,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=7,Casas en Jurica en Venta,"$12,000,000",5,9,712
1620507762-11822,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=3,"Preciosa Residencia en Jurica con Bungalow Independiente T.1,050 m2, C.890 m2,..","$14,500,000",4,5,890
1620508319-11890,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=1,VENTA CASA EN ARCO DE PIEDRA JURICA,"$6,200,000",3,3,275
